,IP,START_DATE,END_DATE,MOBILE,CONDITION,SYMBOL,INFORMATION,AREA_reside,CITY_reside,AREA_youth_haifa,AREA_work,CITY_reside_1,AREA_reside_haifa,AREA_work_haifa,AREA,AREA_names,TRUST_q1,TRUST_q2,TRUST_q3,TRUST_q4,TRUST_q5,TRUST_q6,TRUST_competence,TRUST_benevolence,TRUST_integrity,TRUST_INDEX,ELABORATION_q1,ELABORATION_q2,ELABORATION_q3,ELABORATION_q4,ELABORATION_q5,ELABORATION_q2.r,ELABORATION_q5.r,ELABORATION_INDEX,MEMORY_correct,MEMORY_incorrect,MEMORY_score,ELABORATION_time,TRUST_timer,ELABORATION_time_log,WASTE_TRUST_q1,WASTE_TRUST_q2,WASTE_TRUST_q3,WASTE_TRUST_q4,WASTE_TRUST_competence,WASTE_TRUST_benevolence,WASTE_TRUST_INDEX,WASTE_ELABORATION_time,WASTE_ELABORATION_time_log,IMC_item,IMC,RELEVANCE,ENVIRONMENT_INTEREST,ENVIRONMENT_FOLLOW,ENVIRONMENT_PREFERENCE,HAIFA_knowledge_q1.1,HAIFA_knowledge_q1.2,HAIFA_knowledge_q1.3,HAIFA_knowledge_q2,HAIFA_knowledge_q3,HAIFA_knowledge_1.1,HAIFA_knowledge_1.2,HAIFA_knowledge_1.3,HAIFA_knowledge_1_score,HAIFA_knowledge_2,HAIFA_knowledge_3,GOV_EVALUATION,GOV_TRUST,IDEOLOGY,AGE,EDUCATION,INCOME,HOME,GENDER,HEBREW,LOGO_memory_item,COLOR_memory_item,SVIVA_LOGO_memory,FAKE_LOGO_memory,SVIVA_COLOR_memory,FAKE_COLOR_memory,SVIVA_LOGO_recognize_test,SVIVA_LOGO_recognize,FAKE_LOGO_recognize,SVIVA_LOGO_affect,FAKE_LOGO_affect,TIMER_total,TIMER_total_filter,REPETITION_trust,REPETITION_elaboration,REPETITION_filter,TRUST_timer_filter
335,,25/05/2017 12:57,25/05/2017 13:06,0,C,0,1,3,PETACH TIKVA,0,3,PETACH TIKVA,0,0,0,0 Shfela,2,2,1,2,2,3,2,1.5,2.5,2,7,1,4,6,1,7,7,6.2,3,0,3,38.255,51.654,3.670078825,4,3,4,4,3.5,4,3.75,28.962,3.399929912,9,1,6,4,4,5,15,0,0,3,3,1,0,1,2,0,3,1,1,7,53,4,3,1,1,1,0,0,NA,NA,NA,NA,0,4,NA,6,NA,9,0,0,0,0,0
336,,25/05/2017 13:05,25/05/2017 13:08,1,F,0,0,2,HAIFA,0,2,HAIFA,1,1,1,1 Haifa,4,4,3,2,3,4,4,2.5,3.5,3.333333333,5,4,4,5,4,4,4,4.4,2,3,0,6.122,15.53,1.963188585,5,4,4,5,4.5,4.5,4.5,4.637,1.729352009,9,1,5,6,5,6,13,12,13,2,2,1,0,0,1,0,2,5,4,3,NA,7,3,2,0,1,0,0,NA,NA,NA,NA,0,5,NA,5,NA,3,0,0,0,0,0
337,,25/05/2017 13:15,25/05/2017 13:29,0,B,1,1,2,HAIFA,0,2,HAIFA,1,1,1,1 Haifa,5,4,6,5,5,5,4.5,5.5,5,5,7,1,7,7,6,7,2,6,2,0,2,207.962,33.552,5.342152417,7,5,7,6,6,6.5,6.25,21.758,3.124916732,9,1,7,5,5,7,15,15,12,3,3,0,1,1,2,0,3,4,3,6,56,3,1,1,1,1,1,1,NA,0,NA,0,NA,NA,5,NA,7,13,0,0,0,0,0
338,,25/05/2017 13:41,25/05/2017 14:03,0,B,1,1,3,RISHON LEZION,0,4,RISHON LEZION,0,0,0,0 Shfela,7,7,7,7,7,7,7,7,7,7,7,1,7,7,1,7,7,7,3,0,3,42.387,417.776,3.770159857,7,7,7,7,7,7,7,67.281,4.223631543,9,1,7,7,6,7,15,15,15,1,3,0,0,0,0,1,3,5,6,4,55,8,4,1,1,1,1,1,NA,0,NA,0,NA,NA,1,NA,6,21,0,1,0,0,0
339,,25/05/2017 14:10,25/05/2017 14:19,1,A,2,1,3,PETACH TIKVA,0,3,PETACH TIKVA,0,0,0,0 Shfela,2,2,2,2,3,3,2,2,3,2.333333333,3,6,2,6,1,2,7,4,2,0,2,11.79,41.962,2.548663616,5,4,5,5,4.5,5,4.75,17.154,2.898890922,9,1,6,3,3,5,14,14,14,2,2,0,0,0,0,0,2,3,2,4,35,7,4,1,1,1,1,1,1,NA,1,NA,NA,1,NA,5,NA,8,0,0,0,0,0
340,,25/05/2017 14:17,25/05/2017 14:24,0,C,0,1,1,HAIFA,1,2,HAIFA,1,1,1,1 Haifa,7,7,7,7,7,7,7,7,7,7,7,1,7,7,1,7,7,7,2,1,1,16.828,22.117,2.880770255,2,5,5,5,3.5,5,4.25,16.532,2.864027783,9,1,7,4,4,6,15,12,12,3,3,1,0,1,2,0,3,2,2,6,50,4,3,1,1,1,0,0,NA,NA,NA,NA,1,7,NA,7,NA,7,0,1,0,0,0
341,,25/05/2017 14:28,25/05/2017 14:34,0,D,2,0,3,PETACH TIKVA,0,3,PETACH TIKVA,0,0,0,0 Shfela,3,4,5,5,4,4,3.5,5,4,4.166666667,6,3,4,5,4,5,4,4.8,1,1,0,25.66,24.701,3.283164315,4,4,5,5,4,5,4.5,15.266,2.78907704,9,1,4,4,3,4,15,13,13,3,1,1,0,1,2,0,1,3,3,6,NA,7,3,1,1,1,2,3,0,NA,0,NA,NA,2,NA,4,NA,6,0,0,0,0,0
342,,25/05/2017 14:30,25/05/2017 14:36,0,F,0,0,2,NESHER,1,2,NESHER,0,1,1,1 Haifa,6,4,6,6,6,4,5,6,5,5.333333333,5,1,4,5,2,7,6,5.4,1,0,1,25.99,26.636,3.295466427,7,6,5,6,6.5,5.5,6,18.105,2.949950081,9,1,6,2,2,7,15,13,13,3,1,1,0,1,2,0,1,4,4,1,32,3,1,2,1,1,0,0,NA,NA,NA,NA,0,2,NA,7,NA,5,0,0,0,0,0
343,,25/05/2017 14:43,25/05/2017 14:49,0,E,1,0,3,RISHON LEZION,0,3,RISHON LEZION,0,0,0,0 Shfela,5,4,5,5,5,4,4.5,5,4.5,4.666666667,4,5,4,4,4,3,4,3.8,0,1,0,4.039,30.26,1.61720765,6,4,6,6,5,6,5.5,5.563,1.881447815,9,1,4,6,6,7,15,15,15,3,3,0,0,0,0,0,3,2,3,8,36,7,3,1,0,1,3,1,NA,0,NA,0,NA,NA,4,NA,4,5,0,0,0,0,0
344,,25/05/2017 14:47,25/05/2017 14:55,0,A,2,1,3,OTHER,0,7,OTHER,0,0,0,0 Shfela,1,2,2,2,2,1,1.5,2,1.5,1.666666667,3,5,3,1,1,3,7,3.4,3,0,3,22.105,31.015,3.140049044,1,1,1,1,1,1,1,36.855,3.633763072,9,1,7,6,6,7,15,15,15,3,1,0,0,0,0,0,1,1,1,7,40,7,1,1,1,1,1,1,1,NA,1,NA,NA,7,NA,7,NA,7,0,0,0,0,0
345,,25/05/2017 15:25,25/05/2017 15:33,1,A,2,1,4,RISHON LEZION,0,4,RISHON LEZION,0,0,0,0 Shfela,6,7,6,7,7,4,6.5,6.5,5.5,6.166666667,6,3,5,4,1,5,7,5.4,3,0,3,26.056,35.44,3.297908792,7,7,5,7,7,6,6.5,43.612,3.798002881,9,1,1,7,4,6,15,15,14,3,1,0,1,1,2,0,1,4,6,3,18,4,3,1,1,1,1,3,1,NA,0,NA,NA,6,NA,6,NA,8,0,0,0,0,0
346,,25/05/2017 15:32,25/05/2017 15:40,1,E,1,0,3,PETACH TIKVA,0,4,PETACH TIKVA,0,0,0,0 Shfela,1,1,1,1,1,1,1,1,1,1,6,2,5,5,7,6,1,4.6,0,2,0,9.811,23.397,2.380564134,3,3,3,4,3,3.5,3.25,7.531,2.143706588,9,1,1,3,3,6,14,10,13,1,1,1,0,1,2,1,1,3,1,3,34,8,2,1,1,1,1,1,NA,0,NA,0,NA,NA,1,NA,4,7,0,1,0,0,0
347,,25/05/2017 15:40,25/05/2017 15:47,0,F,0,0,2,QIRYAT YAM,1,2,QRAYOT,1,1,1,1 Haifa,5,5,5,5,5,4,5,5,4.5,4.833333333,4,4,4,4,4,4,4,4,1,0,1,33.225,17.473,3.532956371,6,6,6,5,6,5.5,5.75,49.565,3.923259637,9,1,4,4,5,7,15,12,15,3,1,1,0,0,1,0,1,3,3,4,28,7,3,2,1,1,0,0,NA,NA,NA,NA,0,5,NA,7,NA,7,0,0,1,0,0
348,,25/05/2017 15:49,25/05/2017 15:55,0,E,1,0,2,HAIFA,0,2,HAIFA,1,1,1,1 Haifa,2,2,2,1,1,1,2,1.5,1,1.5,5,4,5,5,2,4,6,5,2,0,2,23.747,22.161,3.20870427,3,2,2,2,2.5,2,2.25,14.837,2.762348975,9,1,6,6,6,7,14,10,13,3,3,1,0,1,2,0,3,3,2,9,27,6,1,2,1,1,4,2,NA,0,NA,1,NA,NA,1,NA,2,6,0,0,0,0,0
349,,25/05/2017 16:06,25/05/2017 16:14,0,D,2,0,2,QIRYAT MOZKIN,1,2,QRAYOT,1,1,1,1 Haifa,2,2,2,1,2,3,2,1.5,2.5,2,7,1,6,6,1,7,7,6.6,2,1,1,11.56,25.674,2.530517161,4,4,2,2,4,2,3,46.849,3.868050219,9,1,7,5,4,6,15,11,11,3,2,1,0,1,2,0,2,2,1,6,22,7,1,2,1,1,1,1,1,NA,1,NA,NA,1,NA,4,NA,7,0,0,0,0,0
350,,25/05/2017 16:51,25/05/2017 16:58,1,D,2,0,3,NATANIA,0,3,NATANIA,0,0,0,0 Shfela,3,3,2,4,5,2,3,3,3.5,3.166666667,5,1,6,6,4,7,4,5.6,2,3,0,7.547,27.394,2.145580344,5,3,4,2,4,3,3.5,8.654,2.267372337,9,1,5,5,5,6,15,15,15,3,3,0,0,0,0,0,3,1,2,1,39,3,1,2,1,1,1,1,1,NA,1,NA,NA,1,NA,6,NA,7,0,0,0,0,0
351,,25/05/2017 16:53,25/05/2017 16:58,0,B,1,1,2,HAIFA,0,2,HAIFA,1,1,1,1 Haifa,5,5,3,3,3,3,5,3,3,3.666666667,4,5,4,4,4,3,4,3.8,1,0,1,13.294,16.546,2.659839869,4,5,5,5,4.5,5,4.75,87.649,4.484684752,9,1,7,5,3,6,13,13,13,2,3,0,0,0,0,0,3,2,2,9,25,7,3,2,1,1,3,2,NA,0,NA,1,NA,NA,1,NA,5,5,0,0,0,0,0
352,,25/05/2017 16:44,25/05/2017 17:00,0,A,2,1,5,PETACH TIKVA,0,5,PETACH TIKVA,0,0,0,0 Shfela,3,2,2,2,3,3,2.5,2,3,2.5,4,3,4,4,2,5,6,4.6,1,0,1,37.752,74.962,3.657182367,3,2,2,2,2.5,2,2.25,39.819,3.709147659,9,1,3,2,2,4,14,14,14,2,3,0,0,0,0,0,3,3,3,4,70,2,1,1,1,1,1,1,1,NA,1,NA,NA,5,NA,6,NA,16,0,0,0,0,0
353,,25/05/2017 16:49,25/05/2017 17:03,1,F,0,0,2,HAIFA,1,2,HAIFA,1,1,1,1 Haifa,5,4,5,5,6,5,4.5,5,5.5,5,4,6,3,3,1,2,7,3.8,2,1,1,16.86,84.868,2.882563575,4,4,4,4,4,4,4,27.318,3.343497645,9,1,5,3,3,3,15,14,14,2,1,1,0,1,2,0,1,4,4,2,40,7,1,2,1,1,0,0,NA,NA,NA,NA,1,1,NA,6,NA,14,0,0,0,0,0
354,,25/05/2017 16:47,25/05/2017 17:06,1,C,0,1,3,RISHON LEZION,0,3,RISHON LEZION,0,0,0,0 Shfela,3,4,5,5,4,3,3.5,5,3.5,4,6,1,5,5,2,7,6,5.8,2,0,2,46.698,60.168,3.864889468,2,3,5,4,2.5,4.5,3.5,42.995,3.784075991,9,1,5,5,4,6,15,15,15,3,1,0,0,0,0,0,1,2,1,7,28,7,3,2,1,1,0,0,NA,NA,NA,NA,1,4,NA,4,NA,19,0,0,0,0,0
355,,25/05/2017 17:02,25/05/2017 17:11,0,F,0,0,4,PETACH TIKVA,0,3,PETACH TIKVA,0,0,0,0 Shfela,3,5,5,5,5,4,4,5,4.5,4.5,5,2,5,5,2,6,6,5.4,2,0,2,24.216,29.463,3.227478714,4,4,5,4,4,4.5,4.25,18.98,2.994731773,9,1,3,6,6,6,13,13,10,2,3,0,1,1,2,0,3,5,5,2,34,6,3,1,0,1,0,0,NA,NA,NA,NA,1,6,NA,4,NA,8,0,0,0,0,0
356,,25/05/2017 17:07,25/05/2017 17:13,1,F,0,0,3,PETACH TIKVA,0,2,PETACH TIKVA,0,1,1,1 Haifa,4,5,5,5,4,4,4.5,5,4,4.5,5,4,3,4,3,4,5,4.2,1,0,1,17.957,21.607,2.942173256,5,6,6,6,5.5,6,5.75,16.048,2.836032895,9,1,5,5,5,7,15,12,15,2,2,1,0,0,1,0,2,4,4,6,23,7,3,2,1,1,0,0,NA,NA,NA,NA,0,4,NA,6,NA,6,0,0,0,0,0
357,,25/05/2017 17:07,25/05/2017 17:13,1,D,2,0,3,RISHON LEZION,0,7,RISHON LEZION,0,0,0,0 Shfela,5,5,3,3,5,5,5,3,5,4.333333333,4,3,3,4,3,5,5,4.2,1,2,0,6.35,19.199,1.994700313,5,5,5,4,5,4.5,4.75,12.488,2.601800401,9,1,4,6,6,7,15,15,15,3,3,0,0,0,0,0,3,4,4,6,24,4,4,2,1,1,1,1,1,NA,1,NA,NA,6,NA,5,NA,5,0,0,0,0,0
358,,25/05/2017 17:07,25/05/2017 17:14,0,C,0,1,3,PETACH TIKVA,0,4,PETACH TIKVA,0,0,0,0 Shfela,7,7,7,7,7,7,7,7,7,7,4,4,5,2,1,4,7,4.4,3,0,3,24.987,19.958,3.257596413,6,6,7,7,6,7,6.5,43.336,3.791796988,9,1,4,1,1,3,13,13,11,3,1,0,1,1,2,0,1,6,5,6,28,5,3,1,1,1,0,0,NA,NA,NA,NA,1,7,NA,7,NA,7,0,1,0,0,0
359,,25/05/2017 17:09,25/05/2017 17:16,0,B,1,1,3,PETACH TIKVA,0,3,PETACH TIKVA,0,0,0,0 Shfela,4,4,4,5,6,5,4,4.5,5.5,4.666666667,5,5,4,4,5,3,3,3.8,1,0,1,5.272,10.937,1.836095283,5,5,5,5,5,5,5,7.965,2.193328107,9,1,4,6,6,7,15,15,15,3,2,0,0,0,0,0,2,5,5,4,38,4,3,1,0,1,1,1,NA,0,NA,0,NA,NA,4,NA,5,6,0,0,0,0,0
360,,25/05/2017 17:08,25/05/2017 17:16,1,E,1,0,2,OTHER,1,7,OTHER,0,0,0,0 Shfela,3,4,3,4,3,4,3.5,3.5,3.5,3.5,5,3,3,5,3,5,5,4.6,1,1,0,4.385,23.017,1.683617311,4,5,4,5,4.5,4.5,4.5,5.214,1.826804811,9,1,4,5,5,5,14,14,14,2,3,0,0,0,0,0,3,4,4,3,21,6,1,2,1,1,2,1,NA,1,NA,0,NA,NA,1,NA,3,7,0,0,0,0,0
361,,25/05/2017 17:08,25/05/2017 17:16,1,A,2,1,2,QIRYAT BIALIK,0,2,QRAYOT,1,1,1,1 Haifa,4,5,4,4,3,3,4.5,4,3,3.833333333,5,4,3,3,3,4,5,4,2,0,2,6.005,33.135,1.94662418,4,5,2,2,4.5,2,3.25,12.421,2.596820644,9,1,5,3,3,4,15,12,15,3,2,1,0,0,1,0,2,5,4,4,27,7,3,1,1,1,1,1,1,NA,1,NA,NA,2,NA,4,NA,8,0,0,0,0,0
362,,25/05/2017 17:09,25/05/2017 17:16,1,C,0,1,2,HAIFA,0,3,HAIFA,1,0,1,1 Haifa,5,4,5,5,7,4,4.5,5,5.5,5,5,1,3,5,1,7,7,5.4,3,0,3,49.875,27.399,3.929371644,5,5,7,6,5,6.5,5.75,25.316,3.270177119,9,1,1,4,3,5,14,12,12,3,1,1,0,1,2,0,1,4,4,3,25,7,1,2,1,1,0,0,NA,NA,NA,NA,1,4,NA,6,NA,7,0,0,0,0,0
363,,25/05/2017 17:11,25/05/2017 17:17,1,B,1,1,3,NATANIA,0,4,NATANIA,0,0,0,0 Shfela,3,3,4,3,3,4,3,3.5,3.5,3.333333333,4,6,2,3,4,2,4,3,2,0,2,0,13.206,0,3,3,2,2,3,2,2.5,7.509,2.141124427,9,1,2,3,3,4,13,11,12,3,1,1,0,1,2,0,1,1,1,8,28,7,2,1,1,2,3,2,NA,0,NA,1,NA,NA,1,NA,4,5,0,0,0,0,0
364,,25/05/2017 17:12,25/05/2017 17:17,0,C,0,1,4,RISHON LEZION,0,8,RISHON LEZION,0,0,0,0 Shfela,5,4,4,4,4,4,4.5,4,4,4.166666667,5,3,4,5,3,5,5,4.8,2,0,2,0,13.949,0,5,5,3,3,5,3,4,7.226,2.10729987,9,1,4,4,4,6,14,14,14,3,2,0,0,0,0,0,2,5,4,6,23,4,3,2,1,1,0,0,NA,NA,NA,NA,1,5,NA,6,NA,4,0,0,0,0,0
365,,25/05/2017 17:08,25/05/2017 17:17,1,A,2,1,2,HAIFA,1,2,HAIFA,1,1,1,1 Haifa,5,5,5,5,5,5,5,5,5,5,2,2,2,2,1,6,7,3.8,3,0,3,8.395,31.119,2.240177633,3,3,3,3,3,3,3,11.769,2.547020358,9,1,4,6,2,5,15,13,13,3,3,1,0,1,2,0,3,6,6,5,25,7,1,2,1,1,1,1,1,NA,1,NA,NA,7,NA,5,NA,8,0,1,0,0,0
366,,25/05/2017 17:09,25/05/2017 17:17,1,F,0,0,2,HAIFA,1,2,HAIFA,1,1,1,1 Haifa,3,2,3,2,2,2,2.5,2.5,2,2.333333333,5,2,5,7,1,6,7,6,3,1,2,34.156,41.473,3.559795301,5,5,7,7,5,7,6,33.796,3.549502438,9,1,4,5,4,4,14,12,11,1,3,1,1,1,3,1,3,5,5,3,36,5,3,2,1,2,0,0,NA,NA,NA,NA,1,3,NA,5,NA,8,0,0,0,0,0
367,,25/05/2017 17:07,25/05/2017 17:17,0,D,2,0,2,HAIFA,1,2,HAIFA,1,1,1,1 Haifa,1,2,2,1,2,2,1.5,1.5,2,1.666666667,3,5,4,3,3,3,5,3.6,1,1,0,2.755,17.741,1.323088285,6,6,6,5,6,5.5,5.75,5.359,1.849871132,9,1,6,4,6,6,12,12,12,2,2,0,0,0,0,0,2,4,4,5,26,7,5,2,1,1,1,1,1,NA,1,NA,NA,3,NA,4,NA,10,0,0,0,0,0
368,,25/05/2017 17:09,25/05/2017 17:17,1,E,1,0,3,PETACH TIKVA,1,3,PETACH TIKVA,0,0,0,0 Shfela,2,5,3,3,2,1,3.5,3,1.5,2.666666667,4,4,5,6,1,4,7,5.2,1,2,0,14.7,45.185,2.753660712,3,5,1,1,4,1,2.5,17.517,2.918689229,9,1,7,3,1,6,15,10,12,3,3,1,0,1,2,0,3,2,1,3,25,6,5,2,1,1,2,1,NA,1,NA,0,NA,NA,1,NA,3,7,0,0,0,0,0
369,,25/05/2017 17:08,25/05/2017 17:18,0,A,2,1,3,NATANIA,0,3,NATANIA,0,0,0,0 Shfela,3,3,1,1,2,1,3,1,1.5,1.833333333,3,3,3,4,1,5,7,4.4,3,0,3,5.662,186.78,1.89641974,3,3,3,3,3,3,3,16.714,2.874355287,9,1,6,7,7,5,14,11,2,2,3,1,1,1,3,0,3,5,5,2,51,7,2,1,0,1,1,1,1,NA,1,NA,NA,1,NA,4,NA,9,0,0,0,0,0
370,,25/05/2017 17:10,25/05/2017 17:18,1,A,2,1,2,QIRYAT HAIM,1,2,QRAYOT,1,1,1,1 Haifa,4,3,4,3,4,1,3.5,3.5,2.5,3.166666667,6,2,6,6,2,6,6,6,3,0,3,28.309,37.711,3.377894636,3,3,3,2,3,2.5,2.75,21.694,3.122100572,9,1,7,6,6,7,15,14,12,2,3,1,1,1,3,0,3,2,2,5,34,8,1,1,1,1,1,1,1,NA,1,NA,NA,6,NA,2,NA,7,0,0,0,0,0
371,,25/05/2017 17:10,25/05/2017 17:18,0,D,2,0,3,PETACH TIKVA,0,3,PETACH TIKVA,0,0,0,0 Shfela,5,4,5,5,5,4,4.5,5,4.5,4.666666667,5,2,4,5,3,6,5,5,3,0,3,19.235,18.144,3.007413778,5,4,5,5,4.5,5,4.75,15.629,2.811148159,9,1,5,4,3,5,15,14,13,3,2,1,1,1,3,0,2,4,4,4,33,7,4,2,1,1,1,1,1,NA,1,NA,NA,2,NA,4,NA,7,0,0,0,0,0
372,,25/05/2017 17:14,25/05/2017 17:20,1,A,2,1,3,NATANIA,0,3,NATANIA,0,0,0,0 Shfela,6,4,4,5,5,4,5,4.5,4.5,4.666666667,5,3,3,4,5,5,3,4,2,0,2,30.816,31.266,3.459969308,7,4,5,4,5.5,4.5,5,5.956,1.939604596,9,1,2,5,4,6,15,15,15,3,1,0,0,0,0,0,1,2,3,6,34,4,4,1,1,2,1,1,1,NA,1,NA,NA,2,NA,5,NA,6,0,0,0,0,0
373,,25/05/2017 17:07,25/05/2017 17:20,1,F,0,0,5,RISHON LEZION,0,4,RISHON LEZION,0,0,0,0 Shfela,3,2,4,1,2,2,2.5,2.5,2,2.333333333,2,2,2,3,4,6,4,3.4,0,1,0,122.248,196.25,4.814198586,6,4,6,2,5,4,4.5,44.569,3.819227661,9,1,2,7,7,7,15,12,15,3,1,1,0,0,1,0,1,3,1,5,27,7,1,2,1,1,0,0,NA,NA,NA,NA,1,5,NA,7,NA,12,0,0,0,0,0
374,,25/05/2017 17:08,25/05/2017 17:21,1,D,2,0,2,QIRYAT ATA,1,2,QRAYOT,1,1,1,1 Haifa,4,4,4,4,4,4,4,4,4,4,4,4,3,6,2,4,6,4.6,3,0,3,20.623,39.195,3.073757563,5,5,5,5,5,5,5,7.207,2.104987449,9,1,7,5,4,6,15,13,14,2,2,1,0,1,2,0,2,5,5,3,25,7,1,2,1,1,1,1,1,NA,1,NA,NA,6,NA,5,NA,12,0,1,0,0,0
375,,25/05/2017 17:08,25/05/2017 17:21,0,F,0,0,3,RISHON LEZION,0,4,RISHON LEZION,0,0,0,0 Shfela,3,5,4,4,5,5,4,4,5,4.333333333,1,7,1,3,1,1,7,2.6,2,0,2,39.265,21.561,3.695482605,6,6,3,4,6,3.5,4.75,17.052,2.893256482,9,1,1,3,3,4,15,2,14,3,1,1,0,1,2,0,1,3,4,4,25,4,2,2,1,1,0,0,NA,NA,NA,NA,1,7,NA,7,NA,13,0,0,0,0,0
376,,25/05/2017 17:18,25/05/2017 17:24,1,B,1,1,2,HAIFA,1,2,HAIFA,1,1,1,1 Haifa,4,4,4,5,4,4,4,4.5,4,4.166666667,3,1,3,6,1,7,7,5.2,1,0,1,17.281,40.978,2.905862269,5,4,4,4,4.5,4,4.25,7.616,2.15362094,9,1,1,4,4,4,15,11,15,3,1,1,0,0,1,0,1,3,3,7,30,7,1,2,1,1,2,3,NA,1,NA,0,NA,NA,1,NA,4,6,0,0,0,0,0
377,,25/05/2017 17:12,25/05/2017 17:24,0,E,1,0,3,NATANIA,0,3,NATANIA,0,0,0,0 Shfela,3,5,5,5,5,4,4,5,4.5,4.5,5,2,6,6,1,6,7,6,0,3,0,34.053,45.903,3.556861202,3,5,4,4,4,4,4,38.089,3.665841097,9,1,3,6,6,7,13,12,15,3,2,1,0,0,1,0,2,4,4,6,49,7,1,2,1,2,3,2,NA,0,NA,1,NA,NA,3,NA,6,12,0,0,0,0,0
378,,25/05/2017 17:14,25/05/2017 17:25,1,C,0,1,2,HAIFA,1,2,HAIFA,1,1,1,1 Haifa,5,6,5,5,6,6,5.5,5,6,5.5,7,1,6,6,1,7,7,6.6,3,0,3,29.7,63.933,3.424262655,5,4,5,5,4.5,5,4.75,11.346,2.513332124,9,1,6,6,6,6,14,14,13,1,2,0,1,1,2,1,2,4,4,5,55,7,1,1,1,1,0,0,NA,NA,NA,NA,0,2,NA,6,NA,11,0,0,0,0,0
379,,25/05/2017 17:12,25/05/2017 17:26,1,A,2,1,2,HAIFA,0,2,HAIFA,1,1,1,1 Haifa,3,3,4,4,5,4,3,4,4.5,3.833333333,3,5,3,3,4,3,4,3.2,1,1,0,65.099,62.549,4.191153618,3,4,3,3,3.5,3,3.25,14.09,2.714032273,9,1,3,5,5,6,15,13,14,3,2,1,0,1,2,0,2,3,1,2,27,5,1,2,1,2,1,2,1,NA,1,NA,NA,5,NA,6,NA,13,0,0,0,0,0
380,,25/05/2017 17:13,25/05/2017 17:26,1,F,0,0,5,RISHON LEZION,0,4,RISHON LEZION,0,0,0,0 Shfela,1,4,5,5,4,4,2.5,5,4,3.833333333,5,2,5,6,4,6,4,5.2,3,0,3,119.774,98.13,4.793921031,5,4,6,5,4.5,5.5,5,24.668,3.24524508,9,1,1,3,3,5,15,14,12,3,1,1,1,1,3,0,1,1,1,7,34,8,4,1,1,1,0,0,NA,NA,NA,NA,1,5,NA,4,NA,13,0,0,0,0,0
381,,25/05/2017 17:21,25/05/2017 17:26,1,D,2,0,3,PETACH TIKVA,0,3,PETACH TIKVA,0,0,0,0 Shfela,5,5,4,4,5,4,5,4,4.5,4.5,6,2,6,6,2,6,6,6,1,2,0,21.924,17.401,3.132184397,5,5,4,4,5,4,4.5,21.478,3.112537053,9,1,2,3,2,4,14,10,14,3,2,1,0,0,1,0,2,2,2,4,26,7,3,2,1,1,1,1,1,NA,1,NA,NA,4,NA,5,NA,5,0,0,0,0,0
382,,25/05/2017 17:19,25/05/2017 17:27,1,E,1,0,2,QIRYAT HAIM,1,2,QRAYOT,1,1,1,1 Haifa,4,5,4,4,3,4,4.5,4,3.5,4,5,2,5,5,3,6,5,5.2,0,3,0,170.419,16.466,5.144110852,3,3,3,4,3,3.5,3.25,5.973,1.942045548,9,1,5,5,5,6,14,15,14,3,3,0,1,0,1,0,3,1,1,7,33,4,2,2,1,1,3,2,NA,0,NA,1,NA,NA,2,NA,4,8,0,0,0,0,0
383,,25/05/2017 17:09,25/05/2017 17:27,0,A,2,1,2,NESHER,0,2,NESHER,0,1,1,1 Haifa,3,2,2,3,1,2,2.5,2.5,1.5,2.166666667,4,3,2,5,2,5,6,4.4,3,0,3,21.365,27.866,3.107497237,5,4,4,4,4.5,4,4.25,734.92,6.601121417,9,1,6,4,5,6,12,12,13,1,3,0,0,0,0,1,3,3,2,7,24,6,1,2,1,1,1,1,1,NA,1,NA,NA,4,NA,5,NA,17,0,0,0,0,0
384,,25/05/2017 17:21,25/05/2017 17:27,1,B,1,1,3,RISHON LEZION,0,3,RISHON LEZION,0,0,0,0 Shfela,4,5,6,5,4,4,4.5,5.5,4,4.666666667,4,4,4,4,2,4,6,4.4,2,0,2,19.133,25.427,3.00236026,4,5,6,6,4.5,6,5.25,14.677,2.75219467,9,1,5,5,5,5,14,14,14,3,2,0,0,0,0,0,2,2,1,4,46,8,5,1,1,1,3,1,NA,0,NA,0,NA,NA,1,NA,5,5,0,0,0,0,0
385,,25/05/2017 17:20,25/05/2017 17:27,1,A,2,1,2,HAIFA,0,2,HAIFA,1,1,1,1 Haifa,4,4,3,3,3,3,4,3,3,3.333333333,7,1,7,7,1,7,7,7,3,0,3,24.65,35.138,3.244543572,7,7,7,7,7,7,7,26.314,3.307399391,9,1,7,5,5,7,15,15,15,3,3,0,0,0,0,0,3,3,2,6,52,3,3,1,1,1,2,1,0,NA,1,NA,NA,1,NA,4,NA,7,0,0,0,0,0
386,,25/05/2017 17:21,25/05/2017 17:29,1,C,0,1,3,RISHON LEZION,0,4,RISHON LEZION,0,0,0,0 Shfela,6,6,6,6,6,4,6,6,5,5.666666667,6,2,6,6,2,6,6,6,2,0,2,78.467,19.71,4.375341841,3,5,5,5,4,5,4.5,10.258,2.421078987,9,1,2,7,5,4,15,15,15,3,3,0,0,0,0,0,3,4,3,3,26,7,3,1,1,1,0,0,NA,NA,NA,NA,0,7,NA,7,NA,7,0,0,0,0,0
