"","IP","USER_ID","START_DATE","END_DATE","TIMER_total","FINISHED","MOBILE","ENVIRONMENT_INTEREST","ENVIRONMENT_FOLLOW","ENVIRONMENT_PREFERENCE","GOV_EVALUATION","GOV_TRUST","IDEOLOGY","CHILDREN","CHILDREN_young","FACTORIES_relatives","AGE","EDUCATION","INCOME","HOME","GENDER","HEBREW","RELEVANCE_exp","SYMBOL","SYMBOL_bi","t1","AIR_order","WASTE_order","INFORMATION_air","INFORMATION_waste","CONDITION_air","CONDITION_waste","AREA_reside","CITY_reside_raw","CITY_reside_he","CITY_reside_en","AREA_work","CITY_reside_youth","AREA_reside_haifa","AREA_work_haifa","AREA","AREA_names","TRUST_air_q1","TRUST_air_q2","TRUST_air_q3","TRUST_air_q4","TRUST_air_q5","TRUST_air_q6","TRUST_air_competence","TRUST_air_benevolence","TRUST_air_integrity","TRUST_air_INDEX","TRUST_air_timer","TRUST_waste_q1","TRUST_waste_q2","TRUST_waste_q3","TRUST_waste_q4","TRUST_waste_q5","TRUST_waste_q6","TRUST_waste_competence","TRUST_waste_benevolence","TRUST_waste_integrity","TRUST_waste_INDEX","TRUST_waste_timer","IMC_item","IMC","ELABORATION_air_q1","ELABORATION_air_q2","ELABORATION_air_q3","ELABORATION_air_q4","ELABORATION_air_q5","ELABORATION_air_q2.r","ELABORATION_air_q5.r","ELABORATION_air_INDEX","ELABORATION_air_INDEX_01","ELABORATION_waste_q1","ELABORATION_waste_q2","ELABORATION_waste_q3","ELABORATION_waste_q4","ELABORATION_waste_q5","ELABORATION_waste_q2.r","ELABORATION_waste_q5.r","ELABORATION_waste_INDEX","ELABORATION_waste_INDEX_01","ELABORATION_air_time","ELABORATION_waste_time","ELABORATION_air_time_log","ELABORATION_waste_time_log","ELABORATION_total_time_log","MEMORY_air_correct","MEMORY_air_incorrect","MEMORY_air_score","MEMORY_waste_correct","MEMORY_waste_incorrect","MEMORY_waste_score","MEMORY_total","RELEVANCE_air_obs","RELEVANCE_waste_obs","RECOGNIZE_waste_real","RECOGNIZE_air_real","RECOGNIZE_SVIVA_logo","AFFECT_waste_real","AFFECT_air_real","AFFECT_waste_fake","AFFECT_air_fake","SYMBOL_n","INFORMATION_air_n","RELEVANCE_exp_n","INFORMATION_waste_n","REPETITION_elaboration","RELEVANCE_exp_treat_text","RELEVANCE_exp_control_text","WITHIN_DELTA"
"337","2.53.153.71",320935,2018-01-28 16:14:00,2018-01-28 16:26:00,12,1,1,NA,NA,NA,4,2,3,0,0,NA,25,4,1,2,1,2,0,"1",1," Mobile_air e    ",1,2,0,1,"E","B",1," חיפה","חיפה","HAIFA",2,"חיפה",1,1,1,"Haifa-Bay",6,7,7,4,2,4,6.5,5.5,3,5,27.428,7,7,7,7,4,5,7,7,4.5,6.16666666666667,19.719,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,7,4,1,4,2.8,1.75,8.391,18.116,2.23975178382248,2.95052568071591,3.31444051773587,NA,NA,NA,2,1,1,1,7,7,4,7,1,5,7,5,4,"1 fake symbols","0 weak policy","0 control","1 strong policy",0,"","להעלות שכר",1.16666666666667
"338","2.55.45.178",130677,2018-01-28 16:25:00,2018-01-28 16:31:00,6,1,1,4,2,4,3,2,4,1,1,NA,32,8,3,1,1,1,1,"2",2,"Mobile_air a     ",1,2,1,0,"A","D",3,"פתח תקווה ","פתח תקווה","PETACH TIKVA",3,"עפולה",0,0,0,"Center",3,2,2,3,2,2,2.5,2.5,2,2.33333333333333,16.905,2,2,2,2,2,1,2,2,1.5,1.83333333333333,16.341,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,4,4,4,4,3.8,3.75,4.22,9.114,1.65249740189455,2.31392060265779,2.66263433757173,NA,NA,NA,1,0,1,1,2,3,4,3,1,2,1,NA,NA,"2 Real symbols","1 strong policy","1 treatment","0 weak policy",0,"זיהום אוויר","",0.5
"339","79.176.179.115",153682,2018-01-28 16:23:00,2018-01-28 16:31:00,8,1,1,5,5,4,3,3,5,1,1,NA,30,8,2,1,1,1,1,"0",1,"  Mobile_air f   ",1,2,0,1,"F","C",3,"פתח תקווה ","פתח תקווה","PETACH TIKVA",3,"פתח תקווה",0,0,0,"Center",4,4,4,4,4,4,4,4,4,4,79.319,5,5,5,6,6,6,5,5.5,6,5.5,23.935,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,4,4,4,4,3.6,3.5,6.975,19.929,2.07631164867091,3.04113575700784,3.32877004772657,NA,NA,NA,0,0,0,0,1,5,4,4,4,5,5,NA,NA,"0 no symbols","0 weak policy","1 treatment","1 strong policy",0,"תשתיות","",1.5
"340","87.71.139.254",114138,2018-01-28 16:25:00,2018-01-28 16:32:00,7,1,0,6,6,6,3,1,7,1,0,NA,60,4,1,1,1,1,1,"0",1,"     waste c",2,1,0,1,"F","C",3,"פתח תקוה ","פתח תקווה","PETACH TIKVA",3,"פתח תקוה",0,0,0,"Center",6,6,6,6,6,6,6,6,6,6,12.466,6,6,6,6,6,6,6,6,6,6,14.959,"09",1,6,3,3,4,4,5,4,4.4,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.162,8.035,2.09948923698361,2.20110592404419,2.78482603990426,1,1,0,NA,NA,NA,0,2,6,1,1,1,6,1,NA,NA,"0 no symbols","0 weak policy","1 treatment","1 strong policy",0,"פינוי האשפה ","",0
"341","77.138.211.98",159735,2018-01-28 16:20:00,2018-01-28 16:32:00,12,1,0,NA,NA,NA,5,5,5,1,0,NA,55,5,3,1,0,2,0,"2",2,"   waste d  ",2,1,1,0,"A","D",3," ראשון לציון","ראשון לציון","RISHON LEZION",3,"חדרה",0,0,0,"Center",5,5,6,6,6,5,5,6,5.5,5.5,47.3,6,6,6,7,7,7,6,6.5,7,6.5,65.908,"09",1,2,6,2,2,2,2,6,2.8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.531,9.34,2.01902783511921,2.33601986908028,2.82559617162384,1,1,0,NA,NA,NA,0,1,6,1,5,1,6,6,NA,NA,"2 Real symbols","1 strong policy","0 control","0 weak policy",0,"","תעסוקה ומשכורת",-1
"342","2.53.181.19",183779,2018-01-28 16:22:00,2018-01-28 16:35:00,13,1,1,4,4,5,3,3,5,1,1,0,36,8,4,1,1,1,1,"1",1," Mobile_air b    ",1,2,1,0,"B","E",2,"חיפה ","חיפה","HAIFA",2,"כפר ורדים",1,1,1,"Haifa-Bay",3,3,2,2,3,2,3,2,2.5,2.5,21.104,3,3,4,4,3,3,3,4,3,3.33333333333333,16.3,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,3.4,3.25,97.756,8.185,4.59265216142912,2.21757171866709,4.67227728051483,NA,NA,NA,2,0,2,2,4,7,3,3,1,6,5,4,1,"1 fake symbols","1 strong policy","1 treatment","0 weak policy",0,"זיהום אוויר","",-0.833333333333333
"343","2.55.56.84",15359,2018-01-28 16:28:00,2018-01-28 16:35:00,7,1,1,5,5,6,4,4,4,1,1,0,33,8,4,1,1,2,1,"2",2,"Mobile_air d     ",1,2,0,1,"D","A",2,"קריית מוצקין ","קרית מוצקין","QIRYAT MOZKIN",1,"לא גרתי בארץ",1,0,1,"Haifa-Bay",2,2,1,1,1,5,2,1,3,2,31.147,5,4,5,5,5,5,4.5,5,5,4.83333333333333,16.993,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,6,6,3,2,2.6,1.75,37.242,30.912,3.64393438807077,3.46298211460311,4.23633590170171,NA,NA,NA,2,0,2,2,7,6,4,6,6,6,2,NA,NA,"2 Real symbols","0 weak policy","1 treatment","1 strong policy",0,"זיהום אוויר","",2.83333333333333
"344","109.66.0.38",9126,2018-01-28 16:20:00,2018-01-28 16:35:00,15,1,0,NA,NA,NA,5,5,3,1,0,NA,71,7,3,1,0,1,0,"2",2,"   waste a  ",2,1,0,1,"D","A",3," פתח תקוה","פתח תקווה","PETACH TIKVA",3,"תל אביב",0,0,0,"Center",3,4,4,5,5,7,3.5,4.5,6,4.66666666666667,37.208,5,6,6,7,7,7,5.5,6.5,7,6.33333333333333,48.369,"09",1,7,3,7,7,3,5,5,6.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.512,28.808,4.11923227772988,3.39477681385923,4.50335891984141,2,0,2,NA,NA,NA,2,6,7,1,3,1,6,3,NA,NA,"2 Real symbols","0 weak policy","0 control","1 strong policy",0,"","עסקתי בכספים ולדעתי מכיון שאי אפשר לנהל שם עסק או כל מה שכרוך בכסף ללא אנשי כספים , / אנשים רבים מתמחים בתחום על כל ענפיו",1.66666666666667
"345","213.57.151.215",281321,2018-01-28 16:29:00,2018-01-28 16:36:00,7,1,1,NA,NA,NA,4,4,3,1,1,NA,22,3,1,2,1,2,0,"0",1,"  Mobile_air c   ",1,2,1,0,"C","F",3," פתח תקווה","פתח תקווה","PETACH TIKVA",3,"פתח תקווה",0,0,0,"Center",4,4,5,5,4,3,4,5,3.5,4.16666666666667,43.085,5,5,5,5,6,6,5,5,6,5.33333333333333,21.159,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,5,4,4,4,3.4,3,5.119,2.615,1.8113986844804,1.28509185561073,2.16722345506337,NA,NA,NA,0,2,0,0,5,5,6,5,3,6,5,NA,NA,"0 no symbols","1 strong policy","0 control","0 weak policy",0,"","המשכורת",-1.16666666666667
"346","46.19.86.144",147345,2018-01-28 16:27:00,2018-01-28 16:37:00,10,1,1,NA,NA,NA,5,4,7,1,0,NA,71,3,5,1,0,1,0,"0",1,"  Mobile_waste c   ",2,1,0,1,"F","C",3," ראשון לציון","ראשון לציון","RISHON LEZION",3,"פתח תקוה",0,0,0,"Center",3,4,4,4,4,4,3.5,4,4,3.83333333333333,45.017,5,5,6,5,5,5,5,5.5,5,5.16666666666667,44.335,"009",1,1,2,6,5,5,6,3,4.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.643,17.485,1.8935636686831,2.9169595923886,3.18337299182555,0,0,0,NA,NA,NA,0,1,2,4,6,1,6,6,NA,NA,"0 no symbols","0 weak policy","0 control","1 strong policy",0,"","X",1.33333333333333
"347","77.125.108.21",421378,2018-01-28 16:27:00,2018-01-28 16:38:00,11,1,1,NA,NA,NA,5,5,8,0,0,0,18,3,1,2,0,1,0,"1",1," Mobile waste b    ",2,1,0,1,"E","B",2," קרית מוצקין","קרית מוצקין","QIRYAT MOZKIN",2,"קרית ביאליק",1,1,1,"Haifa-Bay",2,1,1,2,4,2,1.5,1.5,3,2,48.153,4,6,3,2,4,4,5,2.5,4,3.83333333333333,70.026,"009",1,1,3,2,3,5,5,3,2.8,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.215,3.879,1.65153908845274,1.5849402808337,2.20761485540282,1,0,1,NA,NA,NA,1,1,4,7,3,4,6,7,6,2,"1 fake symbols","0 weak policy","0 control","1 strong policy",0,"","לימודים חינם וההעסקה של יותר מפעלים ממשלתיים",1.83333333333333
"348","62.90.178.213",265395,2018-01-28 16:24:00,2018-01-28 16:40:00,16,1,0,NA,NA,NA,4,5,5,1,0,1,59,4,4,1,1,1,0,"2",2,"   air d  ",1,2,0,1,"D","A",2," קרית מוצקין","קרית מוצקין","QIRYAT MOZKIN",2,"חיפה",1,1,1,"Haifa-Bay",5,4,4,4,5,5,4.5,4,5,4.5,73.137,6,6,6,6,6,6,6,6,6,6,58.941,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,6,5,4,3,4.4,4,81.739,34.788,4.41569107490753,3.57761264168535,4.76666809442121,NA,NA,NA,0,0,0,0,4,6,5,5,3,7,6,NA,NA,"2 Real symbols","0 weak policy","0 control","1 strong policy",0,"","להוציא קורסים לא יקרים שאנשים או חברה אחרי צבא יוכלו ללכת וללמוד את המקצוע  /  / ללא עלויות כמקצוע מועדף למשל ",1.5
"349","85.65.215.252",381883,2018-01-28 16:30:00,2018-01-28 16:41:00,11,1,1,5,5,5,2,1,7,0,0,NA,30,6,1,2,1,1,1,"0",1,"  Mobile_waste f   ",2,1,1,0,"C","F",3,"ראשון לציון  ","ראשון לציון","RISHON LEZION",5,"כפר ורדים ",0,0,0,"Center",4,4,4,4,3,3,4,4,3,3.66666666666667,54.473,3,4,4,5,4,4,3.5,4.5,4,4,60.527,"009",1,1,6,3,5,5,2,3,2.8,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.218,69.099,3.93609103276185,4.24990852860356,4.79012992638005,2,0,2,NA,NA,NA,2,5,5,6,5,2,6,6,NA,NA,"0 no symbols","1 strong policy","1 treatment","0 weak policy",0,"זיהום אוויר ","",-0.333333333333333
"350","84.229.89.63",320216,2018-01-28 16:30:00,2018-01-28 16:41:00,11,1,1,NA,NA,NA,4,3,4,1,1,NA,23,5,1,1,1,1,0,"2",2,"Mobile_waste a     ",2,1,0,1,"D","A",3," פתח תקווה","פתח תקווה","PETACH TIKVA",3,"תל אביב",0,0,0,"Center",5,5,5,5,4,4,5,5,4,4.66666666666667,44.614,7,6,7,5,6,5,6.5,6,5.5,6,119.119,"009",1,1,6,6,5,5,2,3,3.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.32,15.722,3.37826987701845,2.81672521772787,3.80759538781892,1,0,1,NA,NA,NA,1,3,7,7,7,7,7,6,NA,NA,"2 Real symbols","0 weak policy","0 control","1 strong policy",0,"","העלאה בשכר",1.33333333333333
"351","207.232.54.132",56540,2018-01-28 16:37:00,2018-01-28 16:43:00,6,1,0,NA,NA,NA,4,4,3,1,1,0,NA,7,3,2,0,1,0,"2",2,"   waste d  ",2,1,1,0,"A","D",2," נשר","נשר","NESHER",1,"חיפה",1,0,1,"Haifa-Bay",2,3,2,2,2,2,2.5,2,2,2.16666666666667,17.559,3,4,4,4,4,5,3.5,4,4.5,4,35.408,"09",1,5,2,5,6,1,6,7,5.8,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.569,5.381,1.88236161391034,1.85332482488621,2.48073127837752,2,0,2,NA,NA,NA,2,7,6,5,5,5,4,5,NA,NA,"2 Real symbols","1 strong policy","0 control","0 weak policy",0,"","קידום אישי , אתגרים , סיפוק , שכר , יחסי אנוש",-1.83333333333333
"352","46.19.86.150",178258,2018-01-28 16:32:00,2018-01-28 16:45:00,13,1,1,5,5,7,5,5,2,1,1,1,33,7,4,1,1,1,1,"0",1,"  Mobile_air c   ",1,2,1,0,"C","F",2,"קריית חיים, חיפה ","קרית חיים","QIRYAT HAIM",2,"קרית חיים , חיפה",1,1,1,"Haifa-Bay",4,5,6,5,5,4,4.5,5.5,4.5,4.83333333333333,67.45,4,4,5,4,3,4,4,4.5,3.5,4,76.117,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,6,6,2,2,2.4,1.5,44.82,83.205,3.82472067702535,4.43325430190802,4.86000618403479,NA,NA,NA,2,0,2,2,7,5,3,5,6,5,6,NA,NA,"0 no symbols","1 strong policy","1 treatment","0 weak policy",0,"בתי זיקוק ומפעלים מזהמים רבים נוספים ","",0.833333333333333
"353","2.53.10.0",179201,2018-01-28 16:39:00,2018-01-28 16:46:00,7,1,1,6,6,6,5,5,4,1,1,0,46,5,4,1,0,1,1,"2",2,"Mobile_waste a     ",2,1,0,1,"D","A",2,"קרית אתא ","קרית אתא","QIRYAT ATA",2,"חיפה",1,1,1,"Haifa-Bay",5,5,6,6,6,6,5,6,6,5.66666666666667,20.456,5,5,6,6,5,6,5,6,5.5,5.5,54.173,"009",1,1,5,2,5,5,3,3,2.8,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.072,16.427,1.80368804009333,2.85802072767851,3.11347086377825,0,1,0,NA,NA,NA,0,6,6,7,7,7,5,5,NA,NA,"2 Real symbols","0 weak policy","1 treatment","1 strong policy",0,"זיהום אויר, חוסר במתקני מיחזור","",-0.166666666666667
"354","2.53.42.104",17107,2018-01-28 16:38:00,2018-01-28 16:46:00,8,1,1,5,5,7,4,4,5,1,1,NA,47,5,3,1,0,1,1,"1",1," Mobile_air b    ",1,2,1,0,"B","E",3,"כפר יונה  ","אחר (שפלה)","OTHER",1,"נתניה",0,0,0,"Center",3,3,3,3,5,3,3,3,4,3.33333333333333,33.855,3,4,2,2,2,2,3.5,2,2,2.5,23.062,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,3,7,4,1,4,3.2,2.25,15.287,4.045,2.79036724359142,1.61839765380557,3.01219599958466,NA,NA,NA,2,2,0,0,5,7,2,6,3,4,6,5,3,"1 fake symbols","1 strong policy","1 treatment","0 weak policy",0,"בעיית הירוק שהולך ןנגמר .ובעיית השדה תעופה שרוצים להקים פה ","",0.833333333333333
"355","141.226.88.25",423177,2018-01-28 16:37:00,2018-01-28 16:47:00,10,1,1,4,3,5,5,5,4,0,0,NA,19,4,1,2,0,1,1,"1",1," Mobile_waste e    ",2,1,1,0,"B","E",3,"פתח תקווה ","פתח תקווה","PETACH TIKVA",3,"פתח תקווה",0,0,0,"Center",4,7,6,6,6,6,5.5,6,6,5.83333333333333,34.826,7,7,5,6,6,5,7,5.5,5.5,6,48.923,"009",1,1,7,2,6,6,1,2,2.4,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.605,10.322,2.1523434296635,2.42674773561447,2.94058947405678,2,0,2,NA,NA,NA,2,3,2,3,6,5,7,4,7,5,"1 fake symbols","1 strong policy","1 treatment","0 weak policy",0,"לכלוך, אנשים מזלזלים באיכות הסביבה ומלכלכים.","",-0.166666666666667
"356","89.138.10.96",185771,2018-01-28 16:31:00,2018-01-28 16:50:00,19,1,0,2,2,4,6,6,2,1,0,0,37,5,1,2,1,2,1,"1",1,"    waste b ",2,1,0,1,"E","B",2,"קרית אתא ","קרית אתא","QIRYAT ATA",2,"אוקראינה",1,1,1,"Haifa-Bay",3,3,2,2,2,2,3,2,2,2.33333333333333,174.396,7,5,5,2,5,5,6,3.5,5,4.83333333333333,72.134,"09",1,7,1,6,6,1,7,7,6.6,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.905,95.199,4.18821431116443,4.56641896260724,5.08205011917326,2,1,1,NA,NA,NA,1,1,6,1,6,1,7,6,7,6,"1 fake symbols","0 weak policy","1 treatment","1 strong policy",0,"תשתיות הישנות של העיר, בנוסף אני דואגת שפרקים ואזורים ירוקים הולכים להעלם עקב בניה פרוע ולא מתחשבת של בינייני מגורים (למשל בניינים נבנים ללא חנייה פנימית וגם סביב הבניין אין מקום אפילו מוגדר לחניון)","",2.5
"357","62.90.203.35",126752,2018-01-28 16:48:00,2018-01-28 16:55:00,7,1,0,5,4,6,4,5,6,1,1,0,41,7,4,1,1,1,1,"0",1,"     waste c",2,1,0,1,"F","C",2,"קרית אתא ","קרית אתא","QIRYAT ATA",2,"קרית מוצקין",1,1,1,"Haifa-Bay",1,1,1,1,1,1,1,1,1,1,24.705,5,4,5,5,6,5,4.5,5,5.5,5,38.029,"09",1,6,3,5,6,2,5,6,5.6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.867,20.339,3.73449792711773,3.06053638441949,4.13045145811538,1,0,1,NA,NA,NA,1,7,6,3,5,2,4,5,NA,NA,"0 no symbols","0 weak policy","1 treatment","1 strong policy",0,"זיהום אויר ממפרץ חיפה והסביבה, אמוניה וכו'","",4
"358","46.19.86.179",353466,2018-01-28 16:49:00,2018-01-28 16:56:00,7,1,1,NA,NA,NA,2,1,5,1,1,NA,34,5,3,2,0,2,0,"1",1," Mobile waste b    ",2,1,0,1,"E","B",3," ראשון לציון","ראשון לציון","RISHON LEZION",3,"נצרת עלית",0,0,0,"Center",5,3,5,5,5,4,4,5,4.5,4.5,31.54,4,3,3,3,4,4,3.5,3,4,3.5,58.803,"009",1,1,5,5,3,3,3,5,3.4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.375,22.281,1.47590651980958,3.14763757726714,3.28301426598443,0,0,0,NA,NA,NA,0,2,4,1,6,1,5,2,5,3,"1 fake symbols","0 weak policy","0 control","1 strong policy",0,"","פרסום",-1
"359","2.55.138.149",282304,2018-01-28 16:48:00,2018-01-28 16:59:00,11,1,1,NA,NA,NA,3,3,4,1,1,NA,36,8,4,1,0,1,0,"2",2,"Mobile_air a     ",1,2,1,0,"A","D",3," פתח תקווה","פתח תקווה","PETACH TIKVA",3,"פתח תקווה",0,0,0,"Center",5,6,5,6,5,5,5.5,5.5,5,5.33333333333333,35.229,6,5,5,5,5,5,5.5,5,5,5.16666666666667,26.114,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,2,2,6,6,4.2,4.75,8.977,2.454,2.30028244393137,1.23953297972449,2.52019335280958,NA,NA,NA,1,2,0,0,1,5,6,5,5,6,7,NA,NA,"2 Real symbols","1 strong policy","0 control","0 weak policy",0,"","הכרה, שכר הולם",0.166666666666666
"360","79.181.106.161",255269,2018-01-28 16:53:00,2018-01-28 17:00:00,7,1,1,4,4,5,4,5,5,0,0,0,31,5,3,2,1,1,1,"2",2,"Mobile_air d     ",1,2,0,1,"D","A",2,"חיפה ","חיפה","HAIFA",2,"חיפה",1,1,1,"Haifa-Bay",5,5,7,6,6,5,5,6.5,5.5,5.66666666666667,40.115,5,6,6,6,5,5,5.5,6,5,5.5,11.196,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,4,5,4,3,3.6,3.5,8.679,4,2.26995859016695,1.6094379124341,2.61586181010731,NA,NA,NA,1,1,0,0,6,6,4,5,5,6,6,NA,NA,"2 Real symbols","0 weak policy","1 treatment","1 strong policy",0,"אין מספיק ריאות ירוקות בחיפה,התחילה בניה המונית על חשבון חורש טבעי","",-0.166666666666667
"361","77.138.89.237",187157,2018-01-28 16:44:00,2018-01-28 17:09:00,25,1,1,1,1,4,3,3,2,1,1,0,29,7,3,1,1,1,1,"1",1," Mobile_air e    ",1,2,0,1,"E","B",2,"קרת ביאליק ","קרית ביאליק","QIRYAT BIALIK",2,"עכו",1,1,1,"Haifa-Bay",2,4,2,3,3,5,3,2.5,4,3.16666666666667,57.553,5,4,5,4,4,6,4.5,4.5,5,4.66666666666667,38.638,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,4,4,2,4,2.6,2.25,78.909,45.814,4.38088848722973,3.84618230348771,4.83408107419636,NA,NA,NA,2,0,2,2,6,4,3,3,3,4,4,3,3,"1 fake symbols","0 weak policy","1 treatment","1 strong policy",0,"מתקן האמוניה בחיפה","",1.5
"362","77.138.150.86",394830,2018-01-28 17:05:00,2018-01-28 17:13:00,8,1,1,NA,NA,NA,2,2,8,1,1,0,45,7,4,2,0,1,0,"1",1," Mobile_waste e    ",2,1,1,0,"B","E",2," נשר","נשר","NESHER",2,"הונג קונג",1,1,1,"Haifa-Bay",5,5,6,4,5,7,5,5,6,5.33333333333333,34.777,1,2,1,1,2,7,1.5,1,4.5,2.33333333333333,33.721,"009",1,1,7,1,7,7,1,1,2.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.498,11.054,2.74071098334176,2.48939655506085,3.27910507441767,2,0,2,NA,NA,NA,2,7,1,1,1,1,4,4,4,4,"1 fake symbols","1 strong policy","0 control","0 weak policy",0,"","הורסיטליות.. פתח למגוון רחב של תעשיות",3
"363","46.116.66.5",105931,2018-01-28 17:08:00,2018-01-28 17:17:00,9,1,0,6,6,6,4,4,5,1,0,0,75,5,4,1,1,1,1,"0",1,"     waste f",2,1,1,0,"C","F",2,"נשר ","נשר","NESHER",2,"חיפה",1,1,1,"Haifa-Bay",5,3,3,5,5,6,4,4,5.5,4.5,27.591,3,2,2,3,2,2,2.5,2.5,2,2.33333333333333,40.613,"09",1,6,1,6,6,1,7,7,6.4,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.552,17.686,3.38615142345688,2.92777458037076,3.85519865343039,2,1,1,NA,NA,NA,1,6,6,2,1,1,5,2,NA,NA,"0 no symbols","1 strong policy","1 treatment","0 weak policy",0,"תחבורה ","",2.16666666666667
"364","141.226.218.86",148364,2018-01-28 17:14:00,2018-01-28 17:19:00,5,1,0,NA,NA,NA,4,2,4,0,0,NA,22,6,3,2,0,1,0,"2",2,"   air a  ",1,2,1,0,"A","D",4," ראשון לציון","ראשון לציון","RISHON LEZION",3,"חדרה",0,0,0,"Center",3,2,2,3,3,2,2.5,2.5,2.5,2.5,36.969,5,4,3,3,2,4,4.5,3,3,3.5,13.842,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,4,2,6,6,4.8,5,7.158,20.724,2.09899904089537,3.0784176401726,3.36321856370437,NA,NA,NA,0,0,0,0,3,5,5,2,6,5,3,NA,NA,"2 Real symbols","1 strong policy","0 control","0 weak policy",0,"","שיווק הצעות עבודה מחברות מפתות",-1
"365","37.142.167.88",421289,2018-01-28 17:15:00,2018-01-28 17:20:00,5,1,1,6,6,6,4,4,6,0,0,NA,19,4,1,2,0,1,1,"2",2,"Mobile_waste d     ",2,1,1,0,"A","D",3,"פתח תקווה ","פתח תקווה","PETACH TIKVA",3,"פתח תקווה ",0,0,0,"Center",5,4,7,6,4,4,4.5,6.5,4,5,19.353,5,5,6,6,5,6,5,6,5.5,5.5,28.512,"009",1,1,7,2,7,7,1,1,2.4,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.22,20.307,2.58173083442354,3.05903565722323,3.51235108436074,2,0,2,NA,NA,NA,2,3,5,6,6,5,6,6,NA,NA,"2 Real symbols","1 strong policy","1 treatment","0 weak policy",0,"זיהום אוויר מהמפעלים בעיר","",-0.5
"366","2.53.59.194",285036,2018-01-28 17:18:00,2018-01-28 17:27:00,9,1,1,NA,NA,NA,2,2,4,1,1,0,33,7,4,1,1,2,0,"0",1,"  Mobile_waste f   ",2,1,1,0,"C","F",2," חיפה","חיפה","HAIFA",2,"חיפה",1,1,1,"Haifa-Bay",4,4,7,4,5,4,4,5.5,4.5,4.66666666666667,30.778,5,5,7,6,6,5,5,6.5,5.5,5.66666666666667,35.511,"009",1,1,7,1,7,7,1,1,2.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.088,44.223,3.46848212846775,3.81160580697567,4.33481709565809,2,0,2,NA,NA,NA,2,7,6,1,2,7,7,5,NA,NA,"0 no symbols","1 strong policy","0 control","0 weak policy",0,"","אמון הציבור בכלכלת המדינה ",-1
"367","87.69.55.159",14190,2018-01-28 17:19:00,2018-01-28 17:29:00,10,1,1,5,3,5,5,5,4,0,0,NA,23,6,3,2,0,1,1,"1",1," Mobile_air e    ",1,2,0,1,"E","B",3,"ראשון לציון ","ראשון לציון","RISHON LEZION",3,"ראשון לציון",0,0,0,"Center",2,1,1,2,1,4,1.5,1.5,2.5,1.83333333333333,33.158,6,7,7,6,5,7,6.5,6.5,6,6.33333333333333,24.871,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,5,6,1,2,2,1.25,33.787,24.415,3.54924375376992,3.23533955089887,4.08095532510308,NA,NA,NA,1,0,1,1,5,5,2,6,7,4,6,3,4,"1 fake symbols","0 weak policy","1 treatment","1 strong policy",0,"אין משהו, יש שיפור בהפרדת הפסולת, מניח שאפשר יותר אם למשל היינו מפרידים גם זכוכית","",4.5
